CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,DESPIERTA,MTS,PATRIA-UNIDOS,TUFE,CPEM-B,LIBRE,A-UPP,VAMOS,NGP,APB-SUMATE,MNR,AVANZAR,F.S.D.
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001657,5,43,9,66,10,5,,26,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001667,6,34,6,60,12,1,,28,,2,,32,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001677,7,28,8,51,14,3,,31,,7,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001687,8,27,8,64,14,4,,29,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001697,9,31,6,61,21,7,,32,,4,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001707,10,48,12,53,14,7,,26,,4,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001717,11,37,4,67,27,1,,28,,1,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,6,U.E. Pedro Ignacio Muiba,8001727,12,45,11,58,14,3,,25,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001737,1,27,4,85,23,2,,36,,3,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001747,2,38,4,75,17,1,,25,,1,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001757,3,41,15,66,29,4,,31,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001767,4,26,8,79,18,2,,29,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001777,5,39,6,78,12,0,,30,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001787,6,39,5,72,22,1,,39,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001797,7,34,4,75,16,3,,30,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001807,8,27,7,73,21,3,,38,,6,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001817,9,30,9,81,13,9,,22,,5,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,7,U.E. San Antonio,8001827,10,32,5,51,13,6,,20,,2,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000577,1,32,11,97,14,5,,25,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000587,2,30,7,72,20,10,,31,,2,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000597,3,32,13,68,12,5,,30,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000607,4,31,13,73,18,5,,29,,5,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000617,5,30,11,68,17,8,,27,,5,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000627,6,27,5,91,19,6,,29,,2,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000637,7,21,8,108,16,9,,24,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000647,8,33,6,83,19,6,,21,,5,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000657,9,27,6,77,17,17,,22,,3,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,8,U.E. Raúl Monje Roca,8000667,10,22,8,72,13,13,,25,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002167,1,47,0,102,7,3,,23,,1,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002177,2,41,4,101,7,1,,28,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002187,3,51,2,72,9,3,,31,,4,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002197,4,46,3,74,12,4,,29,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002207,5,49,4,84,17,2,,25,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,9,U.E. J. Lorenzo Campero,8002217,6,40,0,88,13,5,,25,,7,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002467,1,33,5,99,9,3,,19,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002477,2,47,0,76,14,5,,23,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,10,U.E. Hormando Ortiz Chávez,8002487,3,37,2,83,14,3,,13,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001887,1,39,6,83,13,4,,23,,5,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001897,2,36,7,97,16,3,,26,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001907,3,29,10,73,19,2,,28,,4,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001917,4,33,14,89,17,2,,31,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001927,5,28,12,88,20,2,,19,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001937,6,43,1,80,25,7,,26,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001947,7,34,8,85,16,1,,29,,5,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001957,8,37,3,75,17,10,,20,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001967,9,42,5,53,19,6,,27,,5,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001977,10,24,12,72,17,3,,30,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001987,11,35,6,78,18,2,,24,,2,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8001997,12,34,8,81,15,5,,24,,0,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,11,U.E. San Vicente,8002007,13,44,7,75,12,3,,18,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003297,1,44,4,79,9,7,,31,,3,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003307,2,38,13,75,13,0,,29,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003317,3,31,14,79,19,3,,29,,6,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003327,4,41,7,78,13,2,,26,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003337,5,30,10,86,11,9,,27,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003347,6,23,8,74,21,3,,35,,6,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003357,7,39,9,93,13,4,,26,,1,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003367,8,26,9,77,20,6,,39,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003377,9,22,4,109,11,5,,22,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003387,10,33,12,82,10,8,,25,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003397,11,35,8,79,23,4,,35,,0,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003407,12,35,9,81,7,8,,31,,6,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,13,U.E.  Emilio Campos Pedriel,8003417,13,4,0,18,0,0,,0,,0,,2,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002527,1,32,4,99,12,3,,26,,5,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002537,2,20,9,99,15,6,,22,,7,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002547,3,30,5,91,18,9,,27,,4,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002557,4,28,3,90,23,7,,27,,3,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002567,5,33,7,87,8,7,,24,,1,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,14,U.E. J.Azurduy De Padilla,8002577,6,18,1,43,7,3,,11,,0,,5,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000677,1,24,13,59,26,6,,34,,6,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000687,2,31,12,49,14,3,,44,,6,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000697,3,22,24,59,15,1,,33,,5,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000707,4,35,16,54,19,2,,36,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000717,5,24,11,50,20,6,,38,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000727,6,29,10,63,20,4,,36,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000737,7,28,12,65,17,3,,29,,2,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000747,8,28,16,50,14,6,,34,,5,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000757,9,20,11,59,19,6,,42,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000767,10,23,13,51,16,2,,34,,4,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000777,11,23,13,68,13,3,,33,,4,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000787,12,23,19,55,20,10,,37,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000797,13,29,12,73,16,4,,35,,6,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000807,14,27,17,65,11,8,,34,,5,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000817,15,26,14,55,18,4,,33,,4,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000827,16,34,13,60,17,3,,22,,1,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,15,U.E. 4 De  Febrero,8000837,17,16,12,22,11,3,,23,,2,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003697,1,18,4,48,13,9,,29,,6,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,16,(Cárcel) Cárcel Mocobi,8003707,2,6,3,12,8,5,,14,,4,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002227,1,36,2,101,12,0,,18,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002237,2,40,2,90,15,2,,20,,2,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002247,3,30,2,97,15,3,,12,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002257,4,41,3,92,11,1,,24,,1,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002267,5,34,2,93,24,0,,20,,5,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002277,6,40,1,93,8,1,,25,,1,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002287,7,45,1,93,9,4,,15,,5,,20,,
1,Cercado,1,Trinidad,2526,Trinidad,18,U.E. La Salle,8002297,8,23,1,79,10,5,,18,,0,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003067,1,33,2,100,16,4,,24,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003077,2,30,2,82,12,7,,23,,2,,25,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003087,3,36,8,85,14,5,,17,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003097,4,26,5,75,14,5,,35,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003107,5,24,8,86,17,8,,23,,2,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003117,6,47,4,79,11,3,,32,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003127,7,35,4,86,9,5,,39,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003137,8,24,12,80,19,4,,29,,2,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003147,9,33,5,70,27,9,,26,,3,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003157,10,25,6,64,22,11,,35,,4,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003167,11,35,6,107,9,7,,23,,6,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003177,12,37,5,75,16,9,,40,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003187,13,33,5,83,17,5,,41,,3,,10,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003197,14,32,6,87,10,6,,32,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,19,U.E. Mary Ribera G.,8003207,15,12,3,29,7,3,,13,,1,,2,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001107,1,21,9,75,23,7,,28,,5,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001117,2,35,13,78,20,3,,26,,6,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001127,3,24,20,61,9,7,,35,,3,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001137,4,23,13,62,18,4,,42,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001147,5,33,9,59,20,3,,34,,8,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001157,6,26,25,67,17,5,,28,,6,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001167,7,24,8,56,24,6,,42,,4,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001177,8,27,14,66,14,1,,30,,6,,8,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001187,9,40,14,61,16,2,,29,,4,,26,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001197,10,31,11,71,18,9,,40,,3,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001207,11,21,13,74,17,11,,29,,0,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,20,U.E. Corina Hurtado De,8001217,12,26,11,40,14,2,,34,,4,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002307,1,33,4,99,10,4,,20,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002317,2,32,5,83,20,9,,25,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002327,3,33,11,82,5,6,,23,,1,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002337,4,35,6,79,5,6,,24,,1,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002347,5,29,4,93,13,4,,27,,3,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002357,6,30,2,96,13,6,,23,,0,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002367,7,26,4,92,14,11,,28,,1,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002377,8,24,3,89,13,9,,25,,3,,6,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002387,9,34,5,92,8,6,,24,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,24,U.E. Nuestra Señora de Fátima,8002397,10,19,4,77,9,4,,20,,4,,4,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002667,1,35,20,53,22,1,,29,,4,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002677,2,33,9,65,8,5,,37,,4,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002687,3,27,14,54,15,4,,38,,3,,21,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002697,4,32,10,55,22,2,,39,,4,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002707,5,25,14,61,12,3,,32,,7,,7,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002717,6,20,12,60,21,4,,28,,5,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002727,7,31,13,66,8,4,,33,,2,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002737,8,24,17,64,13,7,,35,,3,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002747,9,33,13,53,12,3,,35,,3,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002757,10,27,10,55,13,2,,37,,5,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002767,11,28,11,68,14,2,,42,,4,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002777,12,43,9,56,16,5,,27,,1,,19,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002787,13,28,9,67,11,5,,25,,10,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002797,14,21,7,47,18,6,,41,,1,,13,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002807,15,29,9,48,11,3,,35,,1,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002817,16,36,14,62,9,5,,35,,4,,15,,
1,Cercado,1,Trinidad,2526,Trinidad,26,U.E.  Nueva Trinidad,8002827,17,2,6,19,6,2,,12,,0,,0,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003427,1,26,10,76,16,9,,30,,2,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003437,2,35,5,68,15,4,,25,,4,,24,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003447,3,28,10,74,17,9,,25,,5,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003457,4,29,7,84,16,4,,42,,4,,12,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003467,5,42,5,71,15,6,,28,,2,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003477,6,36,10,76,18,4,,34,,2,,17,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003487,7,36,9,59,14,5,,36,,5,,18,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003497,8,24,7,73,11,5,,36,,4,,22,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003507,9,34,7,68,16,5,,32,,4,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003517,10,31,8,68,12,4,,32,,5,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003527,11,29,14,64,11,4,,29,,2,,23,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003537,12,33,11,61,13,6,,36,,3,,16,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003547,13,30,11,76,7,12,,19,,6,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003557,14,23,7,91,17,4,,28,,1,,14,,
1,Cercado,1,Trinidad,2526,Trinidad,27,U.E. Villa Vecinal,8003567,15,16,3,47,11,5,,21,,0,,11,,
1,Cercado,1,Trinidad,2526,Trinidad,29,(Cárcel) Cárcel De Mujeres,8000847,1,6,4,8,14,1,,10,,1,,3,,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002587,1,36,12,106,16,0,,22,,4,,9,,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002597,2,31,3,117,16,4,,16,,2,,4,,
1,Cercado,1,Trinidad,2526,Trinidad,30,U.E. San Francisco De Asís,8002607,3,43,9,91,18,5,,21,,2,,6,,
